exact_cx,exact_depth,subgraph_cx,subgraph_depth,diff_norm
20.0,67.0,47.0,81.0,0.012587477857388318
20.0,67.0,32.0,63.0,0.009640395421907044
20.0,67.0,12.0,30.0,0.00970804470317944
20.0,64.0,62.0,113.0,0.008151709154390138
20.0,68.0,59.0,104.0,0.01115800635961188
20.0,67.0,39.0,74.0,0.010350629693157276
20.0,67.0,59.0,110.0,0.012064110284132998
20.0,67.0,31.0,60.0,0.009984947899626208
20.0,68.0,32.0,62.0,0.012590314104208893
20.0,68.0,42.0,88.0,0.009727162366311187
