exact_cx,exact_depth,subgraph_cx,subgraph_depth,diff_norm
20.0,67.0,37.0,64.0,0.00807593124843833
20.0,68.0,22.0,46.0,0.009644110568867178
20.0,68.0,35.0,76.0,0.012044920060357974
20.0,67.0,36.0,72.0,0.015344173691853686
20.0,68.0,37.0,73.0,0.00965135532972534
20.0,68.0,24.0,50.0,0.0125948668359862
20.0,67.0,36.0,73.0,0.009640796073259177
20.0,66.0,47.0,97.0,0.008762695563855484
20.0,67.0,50.0,89.0,0.012040841509431811
20.0,60.0,21.0,45.0,0.011160297643851846
